product_id,product_name,company_name,selling_price
8289,Iodized Cooking Salt,Tata Salt,328.83
1031,Wheat Flour Select,Aashirvaad,701.83
5563,Bath Soap Herbal,Pears,567.13
1291,Tea Powder Strong,Tata Tea,302.95
8598,Laundry Detergent,Surf Excel,238.05
9791,Instant Coffee,Bru,572.77
1170,Refined Sugar,Madhur,312.15
8300,Dishwash Liquid,Vim,413.14
3930,Shampoo Anti-Dandruff,Head & Shoulders,561.31
3939,Refined Sugar,Madhur,242.93
1111,Milk Chocolate Bar,Cadbury,585.95
1354,Wheat Flour Select,Aashirvaad,329.52
9382,Tea Powder Strong,Tata Tea,488.99
3309,Laundry Detergent,Surf Excel,601.61
8215,Bath Soap Herbal,Pears,643.13
6020,Laundry Detergent,Surf Excel,729.29
5424,Basmati Rice Premium,India Gate,889.08
6655,Refined Sugar,Madhur,798.57
6743,Basmati Rice Premium,India Gate,899.33
7225,Laundry Detergent,Surf Excel,724.43
3843,Toothpaste Gel,Colgate,770.18
7249,Laundry Detergent,Surf Excel,252.62
2683,Bath Soap Herbal,Pears,207.22
8887,Milk Chocolate Bar,Cadbury,249.34
3558,Potato Chips Salted,Lays,772.61
9926,Tea Powder Strong,Tata Tea,296.35
5133,Dishwash Liquid,Vim,255.52
8391,Refined Sugar,Madhur,94.69
9762,Sunflower Oil 1L,Fortune,311.03
8529,Potato Chips Salted,Lays,536.21
2419,Instant Coffee,Bru,238.53
1848,Iodized Cooking Salt,Tata Salt,702.46
7930,Toothpaste Gel,Colgate,402.2
9956,Sunflower Oil 1L,Fortune,764.51
7426,Iodized Cooking Salt,Tata Salt,814.97
8604,Dishwash Liquid,Vim,733.07
5347,Tea Powder Strong,Tata Tea,363.14
6420,Iodized Cooking Salt,Tata Salt,53.46
3083,Refined Sugar,Madhur,833.19
8626,Bath Soap Herbal,Pears,632.9
4354,Bath Soap Herbal,Pears,188.59
8499,Basmati Rice Premium,India Gate,629.89
8103,Wheat Flour Select,Aashirvaad,835.49
3949,Tea Powder Strong,Tata Tea,566.69
8243,Laundry Detergent,Surf Excel,705.04
2151,Shampoo Anti-Dandruff,Head & Shoulders,554.94
4766,Tea Powder Strong,Tata Tea,753.32
7503,Wheat Flour Select,Aashirvaad,263.5
8731,Iodized Cooking Salt,Tata Salt,844.47
1870,Digestive Biscuits,Britannia,580.77
7245,Instant Coffee,Bru,244.42
9568,Tea Powder Strong,Tata Tea,119.88
3636,Milk Chocolate Bar,Cadbury,873.7
5093,Bath Soap Herbal,Pears,385.09
2863,Digestive Biscuits,Britannia,532.02
6978,Instant Coffee,Bru,796.36
5223,Milk Chocolate Bar,Cadbury,146.88
7495,Tea Powder Strong,Tata Tea,413.68
9450,Iodized Cooking Salt,Tata Salt,875.19
3069,Shampoo Anti-Dandruff,Head & Shoulders,893.13
6861,Digestive Biscuits,Britannia,524.52
1829,Laundry Detergent,Surf Excel,205.61
6404,Iodized Cooking Salt,Tata Salt,760.07
6953,Potato Chips Salted,Lays,741.64
7449,Potato Chips Salted,Lays,658.52
4516,Toothpaste Gel,Colgate,225.13
2906,Basmati Rice Premium,India Gate,243.99
2262,Iodized Cooking Salt,Tata Salt,557.57
7470,Basmati Rice Premium,India Gate,646.46
4870,Potato Chips Salted,Lays,643.18
4595,Instant Noodles Pack,Maggi,711.4
8874,Refined Sugar,Madhur,305.18
5930,Tea Powder Strong,Tata Tea,647.2
8473,Toothpaste Gel,Colgate,398.47
5982,Bath Soap Herbal,Pears,207.75
2919,Tea Powder Strong,Tata Tea,643.12
8779,Wheat Flour Select,Aashirvaad,560.28
1858,Instant Noodles Pack,Maggi,691.38
7896,Tea Powder Strong,Tata Tea,819.64
8843,Potato Chips Salted,Lays,804.48
6870,Digestive Biscuits,Britannia,730.67
9358,Toothpaste Gel,Colgate,634.96
2823,Shampoo Anti-Dandruff,Head & Shoulders,818.02
2971,Refined Sugar,Madhur,327.37
4596,Refined Sugar,Madhur,611.66
6954,Iodized Cooking Salt,Tata Salt,684.76
5494,Instant Coffee,Bru,249.55
3778,Digestive Biscuits,Britannia,232.84
3682,Tea Powder Strong,Tata Tea,224.94
1488,Tea Powder Strong,Tata Tea,190.9
5845,Instant Noodles Pack,Maggi,816.0
2133,Instant Coffee,Bru,830.78
4162,Toothpaste Gel,Colgate,306.0
1238,Dishwash Liquid,Vim,391.7
9961,Milk Chocolate Bar,Cadbury,85.63
8410,Iodized Cooking Salt,Tata Salt,452.24
5086,Instant Coffee,Bru,763.71
4778,Digestive Biscuits,Britannia,163.93
6015,Tea Powder Strong,Tata Tea,893.05
2733,Laundry Detergent,Surf Excel,438.36
3948,Instant Coffee,Bru,505.84
2693,Refined Sugar,Madhur,768.47
8395,Bath Soap Herbal,Pears,148.05
5937,Wheat Flour Select,Aashirvaad,873.42
7898,Shampoo Anti-Dandruff,Head & Shoulders,645.42
2124,Shampoo Anti-Dandruff,Head & Shoulders,886.64
9746,Refined Sugar,Madhur,486.21
2388,Toothpaste Gel,Colgate,136.41
9606,Bath Soap Herbal,Pears,891.69
6142,Basmati Rice Premium,India Gate,611.8
1839,Digestive Biscuits,Britannia,202.76
2206,Sunflower Oil 1L,Fortune,869.86
9847,Potato Chips Salted,Lays,597.26
1550,Instant Noodles Pack,Maggi,400.77
9491,Dishwash Liquid,Vim,863.2
4979,Instant Noodles Pack,Maggi,782.84
3095,Laundry Detergent,Surf Excel,380.82
1204,Refined Sugar,Madhur,203.17
9613,Iodized Cooking Salt,Tata Salt,791.33
2985,Tea Powder Strong,Tata Tea,693.02
7463,Toothpaste Gel,Colgate,249.71
4746,Instant Noodles Pack,Maggi,53.42
8311,Sunflower Oil 1L,Fortune,591.47
2703,Shampoo Anti-Dandruff,Head & Shoulders,104.1
5024,Digestive Biscuits,Britannia,309.3
4683,Instant Noodles Pack,Maggi,812.91
9165,Instant Noodles Pack,Maggi,535.25
2793,Wheat Flour Select,Aashirvaad,471.39
6378,Wheat Flour Select,Aashirvaad,359.6
7254,Instant Noodles Pack,Maggi,810.99
6658,Iodized Cooking Salt,Tata Salt,433.77
1683,Laundry Detergent,Surf Excel,101.25
6765,Instant Noodles Pack,Maggi,234.69
2791,Basmati Rice Premium,India Gate,321.75
7031,Shampoo Anti-Dandruff,Head & Shoulders,680.47
6454,Sunflower Oil 1L,Fortune,320.71
5782,Iodized Cooking Salt,Tata Salt,302.58
6266,Iodized Cooking Salt,Tata Salt,614.4
9186,Bath Soap Herbal,Pears,558.59
1751,Laundry Detergent,Surf Excel,351.08
4426,Milk Chocolate Bar,Cadbury,667.29
9499,Refined Sugar,Madhur,530.39
2868,Sunflower Oil 1L,Fortune,192.25
9494,Wheat Flour Select,Aashirvaad,237.11
1711,Laundry Detergent,Surf Excel,830.65
8321,Wheat Flour Select,Aashirvaad,651.71
9951,Digestive Biscuits,Britannia,72.8
5701,Potato Chips Salted,Lays,490.93
3546,Shampoo Anti-Dandruff,Head & Shoulders,75.42
8911,Potato Chips Salted,Lays,191.78
9076,Milk Chocolate Bar,Cadbury,816.77
1906,Milk Chocolate Bar,Cadbury,294.83
7301,Bath Soap Herbal,Pears,323.03
4665,Toothpaste Gel,Colgate,442.47
9261,Wheat Flour Select,Aashirvaad,674.68
1134,Refined Sugar,Madhur,417.75
9110,Instant Coffee,Bru,454.24
1736,Refined Sugar,Madhur,421.53
8033,Potato Chips Salted,Lays,68.76
9329,Iodized Cooking Salt,Tata Salt,432.68
2876,Instant Coffee,Bru,471.82
7856,Digestive Biscuits,Britannia,458.51
4958,Basmati Rice Premium,India Gate,380.25
2437,Toothpaste Gel,Colgate,457.9
6551,Digestive Biscuits,Britannia,324.42
7680,Sunflower Oil 1L,Fortune,315.99
1216,Instant Coffee,Bru,821.92
4083,Bath Soap Herbal,Pears,57.87
7650,Instant Noodles Pack,Maggi,580.73
7561,Digestive Biscuits,Britannia,51.02
1386,Instant Coffee,Bru,729.45
6253,Sunflower Oil 1L,Fortune,300.03
1922,Instant Coffee,Bru,661.18
7825,Wheat Flour Select,Aashirvaad,531.79
6261,Wheat Flour Select,Aashirvaad,768.04
7391,Digestive Biscuits,Britannia,498.64
3368,Shampoo Anti-Dandruff,Head & Shoulders,261.46
6643,Dishwash Liquid,Vim,515.61
4938,Laundry Detergent,Surf Excel,818.66
6932,Toothpaste Gel,Colgate,336.28
7204,Refined Sugar,Madhur,94.4
3966,Potato Chips Salted,Lays,158.51
7471,Milk Chocolate Bar,Cadbury,149.62
3215,Sunflower Oil 1L,Fortune,337.14
3405,Laundry Detergent,Surf Excel,889.18
3915,Digestive Biscuits,Britannia,396.29
1682,Sunflower Oil 1L,Fortune,455.49
7227,Shampoo Anti-Dandruff,Head & Shoulders,135.78
5921,Basmati Rice Premium,India Gate,864.56
6615,Bath Soap Herbal,Pears,648.71
4069,Bath Soap Herbal,Pears,80.64
3528,Wheat Flour Select,Aashirvaad,778.45
9837,Tea Powder Strong,Tata Tea,197.88
9691,Refined Sugar,Madhur,786.95
3038,Potato Chips Salted,Lays,840.54
8445,Basmati Rice Premium,India Gate,291.55
5473,Digestive Biscuits,Britannia,298.12
2937,Milk Chocolate Bar,Cadbury,814.07
7169,Shampoo Anti-Dandruff,Head & Shoulders,754.0
5334,Basmati Rice Premium,India Gate,170.32
8276,Tea Powder Strong,Tata Tea,70.14
3840,Instant Noodles Pack,Maggi,832.29
8859,Instant Noodles Pack,Maggi,174.37
6137,Basmati Rice Premium,India Gate,65.09
1663,Dishwash Liquid,Vim,588.15
1619,Potato Chips Salted,Lays,442.22
6774,Iodized Cooking Salt,Tata Salt,117.1
7167,Dishwash Liquid,Vim,334.55
6613,Milk Chocolate Bar,Cadbury,643.08
6881,Instant Noodles Pack,Maggi,194.56
6095,Dishwash Liquid,Vim,688.81
7516,Toothpaste Gel,Colgate,410.07
6952,Toothpaste Gel,Colgate,235.05
7560,Bath Soap Herbal,Pears,164.99
9614,Digestive Biscuits,Britannia,733.28
4345,Basmati Rice Premium,India Gate,368.86
4504,Bath Soap Herbal,Pears,736.61
5208,Bath Soap Herbal,Pears,423.74
2780,Milk Chocolate Bar,Cadbury,442.01
4509,Tea Powder Strong,Tata Tea,188.21
1158,Instant Noodles Pack,Maggi,749.34
1564,Dishwash Liquid,Vim,533.88
9890,Potato Chips Salted,Lays,659.5
9582,Instant Noodles Pack,Maggi,649.43
8027,Refined Sugar,Madhur,149.88
4699,Shampoo Anti-Dandruff,Head & Shoulders,580.45
3266,Digestive Biscuits,Britannia,129.24
8919,Basmati Rice Premium,India Gate,111.09
4111,Dishwash Liquid,Vim,414.8
2399,Refined Sugar,Madhur,176.42
9054,Milk Chocolate Bar,Cadbury,842.07
3481,Basmati Rice Premium,India Gate,830.2
3058,Bath Soap Herbal,Pears,493.33
6365,Milk Chocolate Bar,Cadbury,698.13
7275,Digestive Biscuits,Britannia,129.31
1414,Shampoo Anti-Dandruff,Head & Shoulders,292.5
8497,Toothpaste Gel,Colgate,617.86
5663,Tea Powder Strong,Tata Tea,401.49
3402,Instant Coffee,Bru,416.55
2579,Wheat Flour Select,Aashirvaad,220.87
9452,Toothpaste Gel,Colgate,512.24
5675,Instant Coffee,Bru,631.34
8171,Basmati Rice Premium,India Gate,821.32
7484,Iodized Cooking Salt,Tata Salt,819.65
1094,Instant Noodles Pack,Maggi,358.47
5081,Laundry Detergent,Surf Excel,753.47
6341,Iodized Cooking Salt,Tata Salt,695.06
8438,Iodized Cooking Salt,Tata Salt,866.06
9527,Toothpaste Gel,Colgate,394.18
1163,Potato Chips Salted,Lays,357.55
6505,Tea Powder Strong,Tata Tea,163.69
7555,Dishwash Liquid,Vim,522.44
2854,Potato Chips Salted,Lays,869.97
7693,Laundry Detergent,Surf Excel,845.77
2443,Milk Chocolate Bar,Cadbury,172.5
4765,Instant Coffee,Bru,368.14
1186,Digestive Biscuits,Britannia,802.38
7285,Potato Chips Salted,Lays,175.06
1427,Instant Noodles Pack,Maggi,313.23
5120,Iodized Cooking Salt,Tata Salt,846.79
2826,Bath Soap Herbal,Pears,395.77
7990,Wheat Flour Select,Aashirvaad,289.63
4758,Refined Sugar,Madhur,245.32
2680,Refined Sugar,Madhur,518.48
4807,Instant Noodles Pack,Maggi,254.22
1982,Sunflower Oil 1L,Fortune,683.3
5097,Refined Sugar,Madhur,815.55
9458,Instant Coffee,Bru,54.93
6647,Toothpaste Gel,Colgate,570.05
9442,Shampoo Anti-Dandruff,Head & Shoulders,673.28
5372,Milk Chocolate Bar,Cadbury,173.39
6356,Potato Chips Salted,Lays,694.83
4606,Digestive Biscuits,Britannia,776.67
3271,Laundry Detergent,Surf Excel,406.07
1940,Milk Chocolate Bar,Cadbury,227.89
8653,Tea Powder Strong,Tata Tea,840.52
9664,Iodized Cooking Salt,Tata Salt,325.55
1513,Basmati Rice Premium,India Gate,643.04
6461,Instant Noodles Pack,Maggi,494.37
8118,Sunflower Oil 1L,Fortune,499.21
4961,Laundry Detergent,Surf Excel,629.02
3356,Refined Sugar,Madhur,510.62
5171,Instant Noodles Pack,Maggi,472.09
8468,Bath Soap Herbal,Pears,284.63
3794,Potato Chips Salted,Lays,732.73
6935,Dishwash Liquid,Vim,837.53
2219,Tea Powder Strong,Tata Tea,112.51
7623,Instant Coffee,Bru,697.44
6193,Sunflower Oil 1L,Fortune,839.98
8408,Iodized Cooking Salt,Tata Salt,446.84
4722,Laundry Detergent,Surf Excel,60.32
1149,Tea Powder Strong,Tata Tea,572.59
9873,Dishwash Liquid,Vim,622.46
9953,Refined Sugar,Madhur,670.06
9374,Wheat Flour Select,Aashirvaad,664.67
8370,Instant Coffee,Bru,670.8
9364,Instant Noodles Pack,Maggi,463.14
9546,Shampoo Anti-Dandruff,Head & Shoulders,349.41
7744,Wheat Flour Select,Aashirvaad,171.07
9924,Tea Powder Strong,Tata Tea,642.86
9037,Dishwash Liquid,Vim,606.06
6217,Milk Chocolate Bar,Cadbury,500.55
6419,Laundry Detergent,Surf Excel,359.78
1717,Instant Coffee,Bru,686.65
5936,Iodized Cooking Salt,Tata Salt,390.17
9446,Toothpaste Gel,Colgate,162.19
5356,Laundry Detergent,Surf Excel,604.94
8296,Wheat Flour Select,Aashirvaad,686.92
7019,Wheat Flour Select,Aashirvaad,123.67
9607,Instant Noodles Pack,Maggi,588.2
4076,Bath Soap Herbal,Pears,693.81
9397,Basmati Rice Premium,India Gate,829.05
5852,Milk Chocolate Bar,Cadbury,404.63
5570,Toothpaste Gel,Colgate,753.44
1152,,Lays,872.66
1553,Dishwash Liquid,Vim,128.62
5582,Milk Chocolate Bar,Cadbury,713.73
8191,Bath Soap Herbal,Pears,731.18
8639,Shampoo Anti-Dandruff,Head & Shoulders,153.59
2521,Laundry Detergent,Surf Excel,375.09
4796,Basmati Rice Premium,India Gate,110.73
8975,Bath Soap Herbal,Pears,713.9
8170,Basmati Rice Premium,India Gate,274.01
4120,Bath Soap Herbal,Pears,103.11
9060,Iodized Cooking Salt,Tata Salt,586.41
1246,Basmati Rice Premium,India Gate,804.79
9672,Potato Chips Salted,Lays,561.43
7251,Sunflower Oil 1L,Fortune,829.56
1468,Wheat Flour Select,Aashirvaad,621.29
3574,Bath Soap Herbal,Pears,317.76
5247,Milk Chocolate Bar,Cadbury,237.76
6395,Instant Coffee,Bru,714.02
2621,Tea Powder Strong,Tata Tea,363.84
3995,Dishwash Liquid,Vim,245.46
2970,Shampoo Anti-Dandruff,Head & Shoulders,213.53
5415,Refined Sugar,Madhur,459.14
3118,Toothpaste Gel,Colgate,664.24
3214,Toothpaste Gel,Colgate,242.4
5726,Milk Chocolate Bar,Cadbury,430.35
1796,Potato Chips Salted,Lays,514.89
5627,Basmati Rice Premium,India Gate,218.41
9429,Laundry Detergent,Surf Excel,125.03
6233,Shampoo Anti-Dandruff,Head & Shoulders,280.54
4229,Sunflower Oil 1L,Fortune,744.46
9001,Bath Soap Herbal,Pears,778.58
6518,Basmati Rice Premium,India Gate,543.24
5760,Basmati Rice Premium,India Gate,278.02
2558,Sunflower Oil 1L,Fortune,832.54
3960,Instant Noodles Pack,Maggi,197.19
3227,Shampoo Anti-Dandruff,Head & Shoulders,827.28
1952,Basmati Rice Premium,India Gate,254.03
1492,Instant Noodles Pack,Maggi,748.59
8880,Iodized Cooking Salt,Tata Salt,352.93
3990,Shampoo Anti-Dandruff,Head & Shoulders,656.85
4583,Digestive Biscuits,Britannia,482.82
9981,Dishwash Liquid,Vim,462.16
7065,Sunflower Oil 1L,Fortune,166.02
3381,Wheat Flour Select,Aashirvaad,50.09
7847,Dishwash Liquid,Vim,645.91
7483,Instant Noodles Pack,Maggi,623.19
6991,Tea Powder Strong,Tata Tea,290.35
5706,Potato Chips Salted,Lays,112.84
2476,Wheat Flour Select,Aashirvaad,345.37
7999,Digestive Biscuits,Britannia,674.26
4544,Iodized Cooking Salt,Tata Salt,179.7
6973,Basmati Rice Premium,India Gate,309.53
3796,Dishwash Liquid,Vim,548.2
8428,Milk Chocolate Bar,Cadbury,228.38
2671,Tea Powder Strong,Tata Tea,553.36
7964,Iodized Cooking Salt,Tata Salt,334.31
5462,Dishwash Liquid,Vim,379.87
6402,Potato Chips Salted,Lays,329.47
2506,Basmati Rice Premium,India Gate,191.68
1832,Instant Coffee,Bru,151.12
6830,Iodized Cooking Salt,Tata Salt,629.27
2410,Laundry Detergent,Surf Excel,158.22
2212,Tea Powder Strong,Tata Tea,67.55
7633,Iodized Cooking Salt,Tata Salt,739.12
7193,Dishwash Liquid,Vim,826.75
9366,Toothpaste Gel,Colgate,146.25
4346,Sunflower Oil 1L,Fortune,570.52
3237,Shampoo Anti-Dandruff,Head & Shoulders,351.84
8301,Potato Chips Salted,Lays,251.82
2568,Digestive Biscuits,Britannia,687.92
2651,Toothpaste Gel,Colgate,120.33
3376,Digestive Biscuits,Britannia,482.48
8708,Sunflower Oil 1L,Fortune,240.67
4582,Instant Coffee,Bru,378.42
3529,Instant Coffee,Bru,701.6
1430,Wheat Flour Select,Aashirvaad,741.75
7147,Bath Soap Herbal,Pears,852.34
8614,Basmati Rice Premium,India Gate,819.52
5125,Tea Powder Strong,Tata Tea,753.79
7271,Sunflower Oil 1L,Fortune,578.6
2887,Shampoo Anti-Dandruff,Head & Shoulders,781.98
9416,Tea Powder Strong,Tata Tea,189.3
1407,Instant Coffee,Bru,306.08
7820,Dishwash Liquid,Vim,321.38
3205,Sunflower Oil 1L,Fortune,51.68
2192,Instant Noodles Pack,Maggi,866.54
3391,Iodized Cooking Salt,Tata Salt,245.08
2422,Shampoo Anti-Dandruff,Head & Shoulders,131.75
7655,Wheat Flour Select,Aashirvaad,274.32
4273,Dishwash Liquid,Vim,338.53
3042,,Aashirvaad,183.47
6728,Laundry Detergent,Surf Excel,70.02
3818,Sunflower Oil 1L,Fortune,199.18
2316,Dishwash Liquid,Vim,165.37
1594,Toothpaste Gel,Colgate,726.11
5280,Shampoo Anti-Dandruff,Head & Shoulders,221.32
1667,Refined Sugar,Madhur,616.81
5644,Sunflower Oil 1L,Fortune,331.15
5703,Tea Powder Strong,Tata Tea,303.65
9157,Potato Chips Salted,Lays,102.69
5480,Tea Powder Strong,Tata Tea,830.83
5192,Tea Powder Strong,Tata Tea,765.44
4981,Milk Chocolate Bar,Cadbury,99.96
3798,Iodized Cooking Salt,Tata Salt,379.6
5738,Tea Powder Strong,Tata Tea,481.36
4578,Iodized Cooking Salt,Tata Salt,334.91
5784,Refined Sugar,Madhur,126.53
2752,Iodized Cooking Salt,Tata Salt,101.64
1352,Digestive Biscuits,Britannia,831.36
9062,Shampoo Anti-Dandruff,Head & Shoulders,306.19
5090,Dishwash Liquid,Vim,293.75
7809,Milk Chocolate Bar,Cadbury,155.73
7134,Dishwash Liquid,Vim,886.86
2069,Sunflower Oil 1L,Fortune,262.66
1861,Shampoo Anti-Dandruff,Head & Shoulders,364.41
1085,Shampoo Anti-Dandruff,Head & Shoulders,328.75
7020,Bath Soap Herbal,Pears,474.3
6265,Iodized Cooking Salt,Tata Salt,837.46
8689,Digestive Biscuits,Britannia,370.47
7106,Instant Coffee,Bru,129.36
4977,Potato Chips Salted,Lays,442.61
5075,Laundry Detergent,Surf Excel,462.36
9254,Toothpaste Gel,Colgate,438.03
2777,,Madhur,217.96
5030,Toothpaste Gel,Colgate,60.19
3209,Laundry Detergent,Surf Excel,655.67
6093,Digestive Biscuits,Britannia,149.82
8933,Instant Noodles Pack,Maggi,284.46
4078,Toothpaste Gel,Colgate,896.36
8098,Sunflower Oil 1L,Fortune,597.98
8706,Potato Chips Salted,Lays,203.59
9739,Toothpaste Gel,Colgate,113.92
6522,Toothpaste Gel,Colgate,444.8
3275,Iodized Cooking Salt,Tata Salt,592.16
8236,Toothpaste Gel,Colgate,380.01
1196,Dishwash Liquid,Vim,620.54
8313,Potato Chips Salted,Lays,394.12
4231,Iodized Cooking Salt,Tata Salt,443.16
1368,Dishwash Liquid,Vim,176.02
4228,Basmati Rice Premium,India Gate,136.56
2491,Instant Coffee,Bru,438.7
1719,Bath Soap Herbal,Pears,640.67
3762,Shampoo Anti-Dandruff,Head & Shoulders,758.98
5734,Shampoo Anti-Dandruff,Head & Shoulders,304.84
9987,Laundry Detergent,Surf Excel,679.83
3202,Dishwash Liquid,Vim,363.42
4207,Potato Chips Salted,Lays,376.49
3503,Shampoo Anti-Dandruff,Head & Shoulders,385.14
6782,Bath Soap Herbal,Pears,68.42
7175,Tea Powder Strong,Tata Tea,498.3
6134,Basmati Rice Premium,India Gate,317.97
2882,Sunflower Oil 1L,Fortune,303.31
2987,Dishwash Liquid,Vim,424.02
9287,Iodized Cooking Salt,Tata Salt,121.0
1814,Sunflower Oil 1L,Fortune,214.91
3660,Iodized Cooking Salt,Tata Salt,75.34
8347,Instant Coffee,Bru,92.17
8421,Refined Sugar,Madhur,159.86
5018,Laundry Detergent,Surf Excel,550.7
1974,Laundry Detergent,Surf Excel,875.7
1648,Digestive Biscuits,Britannia,216.13
9933,Tea Powder Strong,Tata Tea,394.23
2576,Instant Coffee,Bru,81.09
2787,Milk Chocolate Bar,Cadbury,413.81
1137,Toothpaste Gel,Colgate,171.83
2831,Wheat Flour Select,Aashirvaad,897.72
9760,Iodized Cooking Salt,Tata Salt,124.88
6894,Wheat Flour Select,Aashirvaad,875.73
5266,Wheat Flour Select,Aashirvaad,454.52
5607,Bath Soap Herbal,Pears,54.96
5470,Refined Sugar,Madhur,453.47
2895,Dishwash Liquid,Vim,479.19
9395,Wheat Flour Select,Aashirvaad,691.85
1656,Dishwash Liquid,Vim,842.91
4743,Shampoo Anti-Dandruff,Head & Shoulders,695.14
1071,Dishwash Liquid,Vim,546.85
6653,Digestive Biscuits,Britannia,314.53
5179,Milk Chocolate Bar,Cadbury,563.92
3059,Instant Coffee,Bru,405.59
2277,Milk Chocolate Bar,Cadbury,299.62
5698,Bath Soap Herbal,Pears,577.01
2127,Toothpaste Gel,Colgate,613.12
1602,Shampoo Anti-Dandruff,Head & Shoulders,364.79
7458,Shampoo Anti-Dandruff,Head & Shoulders,489.15
2524,Shampoo Anti-Dandruff,Head & Shoulders,560.3
2166,Milk Chocolate Bar,Cadbury,424.54
5292,Milk Chocolate Bar,Cadbury,200.55
9856,Digestive Biscuits,Britannia,652.51
7333,Instant Coffee,Bru,781.36
1962,Shampoo Anti-Dandruff,Head & Shoulders,707.51
5951,Sunflower Oil 1L,Fortune,129.69
3468,Wheat Flour Select,Aashirvaad,469.26
7212,Digestive Biscuits,Britannia,233.37
5874,Bath Soap Herbal,Pears,228.24
4495,Dishwash Liquid,Vim,311.04
3878,Wheat Flour Select,Aashirvaad,478.47
7131,Toothpaste Gel,Colgate,662.52
4976,Toothpaste Gel,Colgate,393.68
1325,Iodized Cooking Salt,Tata Salt,698.85
9793,Bath Soap Herbal,Pears,498.27
1810,Laundry Detergent,Surf Excel,385.39
9595,Wheat Flour Select,Aashirvaad,649.1
7780,Tea Powder Strong,Tata Tea,551.23
6986,Laundry Detergent,Surf Excel,707.51
6546,Basmati Rice Premium,India Gate,685.92
7845,Tea Powder Strong,Tata Tea,371.07
5689,Basmati Rice Premium,India Gate,51.27
4017,Iodized Cooking Salt,Tata Salt,892.71
9089,Bath Soap Herbal,Pears,119.98
8133,Laundry Detergent,Surf Excel,692.85
2438,Toothpaste Gel,Colgate,507.39
4384,Dishwash Liquid,Vim,86.41
9345,Laundry Detergent,Surf Excel,895.53
1805,Basmati Rice Premium,India Gate,873.03
5217,Potato Chips Salted,Lays,201.67
9373,Instant Coffee,Bru,786.04
9072,Instant Coffee,Bru,665.52
4679,Bath Soap Herbal,Pears,459.86
5068,Wheat Flour Select,Aashirvaad,619.81
9529,Digestive Biscuits,Britannia,134.47
7246,Potato Chips Salted,Lays,775.42
6301,Bath Soap Herbal,Pears,868.57
7770,Sunflower Oil 1L,Fortune,804.05
8018,Sunflower Oil 1L,Fortune,867.76
4298,Potato Chips Salted,Lays,659.87
1727,Milk Chocolate Bar,Cadbury,61.06
5958,Tea Powder Strong,Tata Tea,101.04
3937,Milk Chocolate Bar,Cadbury,820.59
3013,Digestive Biscuits,Britannia,432.0
6667,Iodized Cooking Salt,Tata Salt,661.56
7007,Sunflower Oil 1L,Fortune,607.96
3010,Milk Chocolate Bar,Cadbury,371.58
3249,Potato Chips Salted,Lays,862.33
9855,Instant Coffee,Bru,785.2
9456,Laundry Detergent,Surf Excel,556.14
2466,Tea Powder Strong,Tata Tea,528.24
2236,Iodized Cooking Salt,Tata Salt,878.49
1609,Potato Chips Salted,Lays,624.1
3033,Refined Sugar,Madhur,701.77
4194,Potato Chips Salted,Lays,185.17
2218,Digestive Biscuits,Britannia,898.79
3189,Wheat Flour Select,Aashirvaad,569.69
6328,Wheat Flour Select,Aashirvaad,117.3
3864,Refined Sugar,Madhur,65.18
9154,Basmati Rice Premium,India Gate,392.03
3223,Tea Powder Strong,Tata Tea,352.03
4118,Instant Coffee,Bru,344.22
4718,Tea Powder Strong,Tata Tea,609.53
7701,Instant Coffee,Bru,127.71
6418,Milk Chocolate Bar,Cadbury,794.69
2126,Iodized Cooking Salt,Tata Salt,812.58
4777,Sunflower Oil 1L,Fortune,356.26
4572,Iodized Cooking Salt,Tata Salt,495.67
3714,Potato Chips Salted,Lays,694.33
3050,Iodized Cooking Salt,Tata Salt,698.8
3871,Milk Chocolate Bar,Cadbury,306.3
2047,Milk Chocolate Bar,Cadbury,274.16
6593,Refined Sugar,Madhur,246.88
3730,Milk Chocolate Bar,Cadbury,364.87
9781,Potato Chips Salted,Lays,248.4
6876,Toothpaste Gel,Colgate,182.76
4173,Laundry Detergent,Surf Excel,809.93
4854,Instant Coffee,Bru,719.37
7610,Dishwash Liquid,Vim,232.06
7346,Laundry Detergent,Surf Excel,637.61
1723,Toothpaste Gel,Colgate,438.35
2575,Sunflower Oil 1L,Fortune,807.6
3490,Bath Soap Herbal,Pears,715.14
3198,Instant Coffee,Bru,665.06
8211,Instant Noodles Pack,Maggi,89.56
6376,Iodized Cooking Salt,Tata Salt,102.17
4964,Digestive Biscuits,Britannia,686.63
5203,Digestive Biscuits,Britannia,807.45
7472,Laundry Detergent,Surf Excel,70.46
2833,Bath Soap Herbal,Pears,696.23
5692,Refined Sugar,Madhur,54.77
5521,Dishwash Liquid,Vim,586.42
1754,Refined Sugar,Madhur,454.52
3531,Tea Powder Strong,Tata Tea,186.72
2265,Shampoo Anti-Dandruff,Head & Shoulders,148.77
9467,Laundry Detergent,Surf Excel,613.36
3041,Toothpaste Gel,Colgate,352.79
9369,Basmati Rice Premium,India Gate,520.43
9862,Sunflower Oil 1L,Fortune,203.7
1811,Potato Chips Salted,Lays,775.04
4555,Sunflower Oil 1L,Fortune,221.72
7696,Milk Chocolate Bar,Cadbury,819.73
8437,Laundry Detergent,Surf Excel,613.99
