pk_time_id,time,hour,minute,shift_type
1786,13:39:37,13,39,Afternoon
1787,19:46:40,19,46,Evening
1788,08:01:40,8,1,Morning
1789,03:55:26,3,55,Morning
1790,19:38:10,19,38,Evening
1791,22:01:43,22,1,Evening
1792,23:46:19,23,46,Evening
1793,13:19:54,13,19,Afternoon
1794,18:37:41,18,37,Evening
1795,04:42:58,4,42,Morning
1796,15:39:04,15,39,Afternoon
1797,12:57:28,12,57,Afternoon
1798,00:17:35,0,17,Morning
1799,22:33:34,22,33,Evening
1800,12:27:56,12,27,Afternoon
1801,10:45:25,10,45,Morning
1802,01:27:35,1,27,Morning
1803,20:49:07,20,49,Evening
1804,14:49:40,14,49,Afternoon
1805,11:47:39,11,47,Morning
1806,10:02:43,10,2,Morning
1807,18:05:49,18,5,Evening
1808,19:03:00,19,3,Evening
1809,20:58:46,20,58,Evening
1810,02:05:07,2,5,Morning
1811,19:33:13,19,33,Evening
1812,03:21:58,3,21,Morning
1813,14:02:09,14,2,Afternoon
1814,15:02:56,15,2,Afternoon
1815,01:13:34,1,13,Morning
1816,23:03:50,23,3,Evening
1817,23:52:53,23,52,Evening
1818,17:15:37,17,15,Afternoon
1819,10:12:11,10,12,Morning
1820,10:44:25,10,44,Morning
1821,20:41:50,20,41,Evening
1822,04:51:40,4,51,Morning
1823,00:29:10,0,29,Morning
1824,18:03:38,18,3,Evening
1825,01:35:45,1,35,Morning
1826,17:08:51,17,8,Afternoon
1827,19:51:14,19,51,Evening
1828,17:05:36,17,5,Afternoon
1829,03:22:30,3,22,Morning
1830,03:43:26,3,43,Morning
1831,05:29:41,5,29,Morning
1832,15:56:57,15,56,Afternoon
1833,05:05:25,5,5,Morning
1834,20:24:29,20,24,Evening
1835,02:37:16,2,37,Morning
1836,21:19:24,21,19,Evening
1837,00:30:43,0,30,Morning
1838,14:06:52,14,6,Afternoon
1839,04:27:39,4,27,Morning
1840,23:57:49,23,57,Evening
1841,11:19:28,11,19,Morning
1842,07:03:15,7,3,Morning
1843,05:36:42,5,36,Morning
1844,03:41:13,3,41,Morning
1845,13:34:49,13,34,Afternoon
1846,20:17:28,20,17,Evening
1847,12:38:30,12,38,Afternoon
1848,19:37:29,19,37,Evening
1849,00:48:01,0,48,Morning
1850,23:33:05,23,33,Evening
1851,18:03:57,18,3,Evening
1852,17:20:57,17,20,Afternoon
1853,09:49:03,9,49,Morning
1854,17:19:49,17,19,Afternoon
1855,02:24:16,2,24,Morning
1856,04:37:41,4,37,Morning
1857,07:58:10,7,58,Morning
1858,09:07:13,9,7,Morning
1859,21:35:11,21,35,Evening
1860,15:52:21,15,52,Afternoon
1861,21:43:52,21,43,Evening
1862,10:50:23,10,50,Morning
1863,22:22:02,22,22,Evening
1864,04:00:40,4,0,Morning
1865,02:12:40,2,12,Morning
1866,06:14:22,6,14,Morning
1867,04:57:01,4,57,Morning
1868,16:02:52,16,2,Afternoon
1869,07:34:18,7,34,Morning
1870,17:22:04,17,22,Afternoon
1871,06:08:35,6,8,Morning
1872,12:53:53,12,53,Afternoon
1873,22:02:44,22,2,Evening
1874,19:27:57,19,27,Evening
1875,11:17:24,11,17,Morning
1876,17:24:03,17,24,Afternoon
1877,03:41:51,3,41,Morning
1878,08:28:51,8,28,Morning
1879,04:03:08,4,3,Morning
1880,13:43:36,13,43,Afternoon
1881,03:26:20,3,26,Morning
1882,11:50:45,11,50,Morning
1883,04:56:58,4,56,Morning
1884,08:34:17,8,34,Morning
1885,06:01:51,6,1,Morning
1886,01:24:57,1,24,Morning
1887,07:53:13,7,53,Morning
1888,16:00:09,16,0,Afternoon
1889,08:08:37,8,8,Morning
1890,16:14:40,16,14,Afternoon
1891,01:57:24,1,57,Morning
1892,19:43:53,19,43,Evening
1893,15:19:22,15,19,Afternoon
1894,22:01:27,22,1,Evening
1895,08:18:02,8,18,Morning
1896,16:18:54,16,18,Afternoon
1897,12:10:26,12,10,Afternoon
1898,12:13:48,12,13,Afternoon
1899,09:02:23,9,2,Morning
1900,08:09:22,8,9,Morning
1901,07:35:15,7,35,Morning
1902,07:42:26,7,42,Morning
1903,02:47:37,2,47,Morning
1904,11:55:15,11,55,Morning
1905,05:51:01,5,51,Morning
1906,14:16:10,14,16,Afternoon
1907,09:29:17,9,29,Morning
1908,03:08:42,3,8,Morning
1909,21:37:22,21,37,Evening
1910,15:46:32,15,46,Afternoon
1911,18:00:08,18,0,Evening
1912,04:53:49,4,53,Morning
1913,02:17:25,2,17,Morning
1914,12:11:10,12,11,Afternoon
1915,18:00:29,18,0,Evening
1916,02:56:28,2,56,Morning
1917,00:07:22,0,7,Morning
1918,21:28:59,21,28,Evening
1919,11:18:41,11,18,Morning
1920,10:19:05,10,19,Morning
1921,22:59:02,22,59,Evening
1922,21:30:30,21,30,Evening
1923,00:48:59,0,48,Morning
1924,06:09:09,6,9,Morning
1925,18:29:27,18,29,Evening
1926,02:50:08,2,50,Morning
1927,18:21:38,18,21,Evening
1928,13:44:52,13,44,Afternoon
1929,05:49:11,5,49,Morning
1930,12:59:26,12,59,Afternoon
1931,15:50:14,15,50,Afternoon
1932,07:52:31,7,52,Morning
1933,13:43:06,13,43,Afternoon
1934,02:35:08,2,35,Morning
1935,16:27:32,16,27,Afternoon
1936,20:52:25,20,52,Evening
1937,23:06:51,23,6,Evening
1938,07:47:44,7,47,Morning
1939,14:57:59,14,57,Afternoon
1940,02:25:20,2,25,Morning
1941,22:13:13,22,13,Evening
1942,19:01:15,19,1,Evening
1943,13:05:13,13,5,Afternoon
1944,13:35:26,13,35,Afternoon
1945,10:36:43,10,36,Morning
1946,01:29:52,1,29,Morning
1947,07:11:45,7,11,Morning
1948,13:59:45,13,59,Afternoon
1949,08:30:53,8,30,Morning
1950,23:32:00,23,32,Evening
1951,04:06:39,4,6,Morning
1952,16:41:43,16,41,Afternoon
1953,04:10:52,4,10,Morning
1954,01:40:44,1,40,Morning
1955,05:31:11,5,31,Morning
1956,05:37:14,5,37,Morning
1957,05:56:21,5,56,Morning
1958,04:47:54,4,47,Morning
1959,23:05:08,23,5,Evening
1960,13:51:32,13,51,Afternoon
1961,14:02:01,14,2,Afternoon
1962,23:18:40,23,18,Evening
1963,04:58:40,4,58,Morning
1964,04:38:22,4,38,Morning
1965,00:31:34,0,31,Morning
1966,08:36:25,8,36,Morning
1967,07:51:27,7,51,Morning
1968,20:25:27,20,25,Evening
1969,04:17:19,4,17,Morning
1970,11:43:55,11,43,Morning
1971,07:40:59,7,40,Morning
1972,06:56:16,6,56,Morning
1973,22:57:23,22,57,Evening
1974,18:51:05,18,51,Evening
1975,18:58:26,18,58,Evening
1976,15:44:57,15,44,Afternoon
1977,04:37:31,4,37,Morning
1978,04:03:53,4,3,Morning
1979,00:09:29,0,9,Morning
1980,16:38:20,16,38,Afternoon
1981,18:45:09,18,45,Evening
1982,09:10:38,9,10,Morning
1983,13:38:08,13,38,Afternoon
1984,20:19:37,20,19,Evening
1985,20:41:06,20,41,Evening
1986,20:03:36,20,3,Evening
1987,10:35:38,10,35,Morning
1988,17:35:10,17,35,Afternoon
1989,07:59:17,7,59,Morning
1990,19:33:14,19,33,Evening
1991,21:57:07,21,57,Evening
1992,15:35:51,15,35,Afternoon
1993,13:41:12,13,41,Afternoon
1994,01:55:08,1,55,Morning
1995,03:00:44,3,0,Morning
1996,14:17:35,14,17,Afternoon
1997,19:00:47,19,0,Evening
1998,20:42:07,20,42,Evening
1999,21:25:08,21,25,Evening
2000,11:57:46,11,57,Morning
2001,11:06:44,11,6,Morning
2002,23:03:49,23,3,Evening
2003,06:49:21,6,49,Morning
2004,05:00:33,5,0,Morning
2005,20:14:47,20,14,Evening
2006,15:17:43,15,17,Afternoon
2007,07:12:01,7,12,Morning
2008,05:22:20,5,22,Morning
2009,17:26:21,17,26,Afternoon
2010,02:57:18,2,57,Morning
2011,10:43:16,10,43,Morning
2012,09:04:02,9,4,Morning
2013,07:02:58,7,2,Morning
2014,20:28:06,20,28,Evening
2015,11:54:35,11,54,Morning
2016,23:15:29,23,15,Evening
2017,17:52:57,17,52,Afternoon
2018,15:11:31,15,11,Afternoon
2019,17:51:43,17,51,Afternoon
2020,16:53:59,16,53,Afternoon
2021,13:37:43,13,37,Afternoon
2022,21:45:43,21,45,Evening
2023,01:31:32,1,31,Morning
2024,08:42:37,8,42,Morning
2025,19:57:18,19,57,Evening
2026,08:58:34,8,58,Morning
2027,19:31:23,19,31,Evening
2028,02:58:06,2,58,Morning
2029,10:24:09,10,24,Morning
2030,17:06:46,17,6,Afternoon
2031,20:17:10,20,17,Evening
2032,10:12:03,10,12,Morning
2033,08:17:57,8,17,Morning
2034,03:53:46,3,53,Morning
2035,05:40:22,5,40,Morning
2036,02:34:04,2,34,Morning
2037,09:18:01,9,18,Morning
2038,16:07:11,16,7,Afternoon
2039,02:22:01,2,22,Morning
2040,00:29:06,0,29,Morning
2041,18:57:12,18,57,Evening
2042,03:20:12,3,20,Morning
2043,22:17:04,22,17,Evening
2044,06:30:57,6,30,Morning
2045,19:36:12,19,36,Evening
2046,08:19:20,8,19,Morning
2047,02:11:50,2,11,Morning
2048,00:44:53,0,44,Morning
2049,04:24:18,4,24,Morning
2050,08:00:10,8,0,Morning
2051,05:34:52,5,34,Morning
2052,13:31:40,13,31,Afternoon
2053,16:08:25,16,8,Afternoon
2054,20:20:28,20,20,Evening
2055,07:55:55,7,55,Morning
2056,19:58:54,19,58,Evening
2057,20:13:08,20,13,Evening
2058,21:27:37,21,27,Evening
2059,03:17:05,3,17,Morning
2060,06:42:31,6,42,Morning
2061,00:00:36,0,0,Morning
2062,23:15:07,23,15,Evening
2063,10:50:51,10,50,Morning
2064,22:25:38,22,25,Evening
2065,20:26:36,20,26,Evening
2066,16:41:11,16,41,Afternoon
2067,20:26:41,20,26,Evening
2068,08:17:53,8,17,Morning
2069,10:10:48,10,10,Morning
2070,19:51:08,19,51,Evening
2071,07:21:10,7,21,Morning
2072,18:05:29,18,5,Evening
2073,01:45:33,1,45,Morning
2074,12:57:18,12,57,Afternoon
2075,19:36:43,19,36,Evening
2076,11:19:01,11,19,Morning
2077,06:55:18,6,55,Morning
2078,09:51:37,9,51,Morning
2079,16:56:49,16,56,Afternoon
2080,03:18:49,3,18,Morning
2081,21:58:19,21,58,Evening
2082,07:55:46,7,55,Morning
2083,21:47:04,21,47,Evening
2084,10:22:18,10,22,Morning
2085,09:31:23,9,31,Morning
2086,21:42:50,21,42,Evening
2087,23:33:07,23,33,Evening
2088,12:56:06,12,56,Afternoon
2089,23:44:24,23,44,Evening
2090,22:46:31,22,46,Evening
2091,07:46:53,7,46,Morning
2092,07:48:04,7,48,Morning
2093,05:52:23,5,52,Morning
2094,03:56:19,3,56,Morning
2095,16:18:46,16,18,Afternoon
2096,02:50:22,2,50,Morning
2097,16:39:25,16,39,Afternoon
2098,17:47:48,17,47,Afternoon
2099,06:39:09,6,39,Morning
2100,04:28:36,4,28,Morning
2101,14:10:52,14,10,Afternoon
2102,14:16:09,14,16,Afternoon
2103,13:33:37,13,33,Afternoon
2104,23:06:43,23,6,Evening
2105,20:38:31,20,38,Evening
2106,08:14:15,8,14,Morning
2107,13:13:52,13,13,Afternoon
2108,03:56:33,3,56,Morning
2109,08:32:56,8,32,Morning
2110,12:00:25,12,0,Afternoon
2111,16:40:10,16,40,Afternoon
2112,22:58:55,22,58,Evening
2113,18:10:51,18,10,Evening
2114,22:23:22,22,23,Evening
2115,18:16:22,18,16,Evening
2116,05:53:29,5,53,Morning
2117,22:52:16,22,52,Evening
2118,17:10:07,17,10,Afternoon
2119,23:47:17,23,47,Evening
2120,22:47:07,22,47,Evening
2121,07:33:27,7,33,Morning
2122,05:48:17,5,48,Morning
2123,17:31:23,17,31,Afternoon
2124,18:35:57,18,35,Evening
2125,21:48:26,21,48,Evening
2126,02:01:23,2,1,Morning
2127,22:38:01,22,38,Evening
2128,00:04:15,0,4,Morning
2129,04:18:07,4,18,Morning
2130,05:22:26,5,22,Morning
2131,02:25:44,2,25,Morning
2132,06:52:36,6,52,Morning
2133,17:06:36,17,6,Afternoon
2134,23:09:57,23,9,Evening
2135,06:59:06,6,59,Morning
2136,15:17:12,15,17,Afternoon
2137,11:51:27,11,51,Morning
2138,12:48:23,12,48,Afternoon
2139,00:09:51,0,9,Morning
2140,01:44:37,1,44,Morning
2141,17:11:00,17,11,Afternoon
2142,00:37:40,0,37,Morning
2143,18:18:03,18,18,Evening
2144,06:52:21,6,52,Morning
2145,10:20:11,10,20,Morning
2146,11:32:22,11,32,Morning
2147,01:54:29,1,54,Morning
2148,17:58:52,17,58,Afternoon
2149,05:23:42,5,23,Morning
2150,16:41:50,16,41,Afternoon
2151,21:38:42,21,38,Evening
2152,09:27:13,9,27,Morning
2153,12:33:33,12,33,Afternoon
2154,17:13:13,17,13,Afternoon
2155,03:35:38,3,35,Morning
2156,21:18:15,21,18,Evening
2157,00:37:54,0,37,Morning
2158,08:50:15,8,50,Morning
2159,21:06:58,21,6,Evening
2160,05:34:04,5,34,Morning
2161,04:05:06,4,5,Morning
2162,21:14:24,21,14,Evening
2163,05:53:33,5,53,Morning
2164,23:36:53,23,36,Evening
2165,02:53:31,2,53,Morning
2166,12:49:16,12,49,Afternoon
2167,17:25:44,17,25,Afternoon
2168,04:56:11,4,56,Morning
2169,19:23:30,19,23,Evening
2170,09:44:13,9,44,Morning
2171,16:00:23,16,0,Afternoon
2172,08:15:14,8,15,Morning
2173,09:33:06,9,33,Morning
2174,02:22:42,2,22,Morning
2175,08:46:29,8,46,Morning
2176,07:27:24,7,27,Morning
2177,06:30:47,6,30,Morning
2178,21:31:42,21,31,Evening
2179,23:07:48,23,7,Evening
2180,15:11:48,15,11,Afternoon
2181,17:45:25,17,45,Afternoon
2182,14:19:34,14,19,Afternoon
2183,23:45:48,23,45,Evening
2184,15:21:49,15,21,Afternoon
2185,17:50:30,17,50,Afternoon
2186,11:33:48,11,33,Morning
2187,11:16:21,11,16,Morning
2188,12:57:08,12,57,Afternoon
2189,06:58:25,6,58,Morning
2190,19:12:37,19,12,Evening
2191,00:39:07,0,39,Morning
2192,13:14:10,13,14,Afternoon
2193,04:45:10,4,45,Morning
2194,17:16:10,17,16,Afternoon
2195,01:22:03,1,22,Morning
2196,17:26:11,17,26,Afternoon
2197,13:22:15,13,22,Afternoon
2198,02:31:06,2,31,Morning
2199,14:28:56,14,28,Afternoon
2200,10:09:35,10,9,Morning
2201,12:58:53,12,58,Afternoon
2202,04:43:11,4,43,Morning
2203,06:15:53,6,15,Morning
2204,00:10:34,0,10,Morning
2205,03:32:51,3,32,Morning
2206,05:04:58,5,4,Morning
2207,22:11:16,22,11,Evening
2208,09:59:59,9,59,Morning
2209,19:58:07,19,58,Evening
2210,16:34:08,16,34,Afternoon
2211,19:16:14,19,16,Evening
2212,21:03:03,21,3,Evening
2213,12:20:40,12,20,Afternoon
2214,08:47:35,8,47,Morning
2215,11:57:19,11,57,Morning
2216,15:20:55,15,20,Afternoon
2217,20:03:39,20,3,Evening
2218,15:16:29,15,16,Afternoon
2219,03:07:24,3,7,Morning
2220,16:16:35,16,16,Afternoon
2221,17:33:50,17,33,Afternoon
2222,07:52:51,7,52,Morning
2223,19:15:58,19,15,Evening
2224,08:01:18,8,1,Morning
2225,10:02:37,10,2,Morning
2226,23:15:00,23,15,Evening
2227,01:01:28,1,1,Morning
2228,22:16:59,22,16,Evening
2229,21:50:16,21,50,Evening
2230,02:45:16,2,45,Morning
2231,15:39:23,15,39,Afternoon
2232,07:36:00,7,36,Morning
2233,10:30:05,10,30,Morning
2234,03:44:13,3,44,Morning
2235,06:18:23,6,18,Morning
2236,16:23:41,16,23,Afternoon
2237,20:36:16,20,36,Evening
2238,22:40:14,22,40,Evening
2239,22:31:12,22,31,Evening
2240,02:03:30,2,3,Morning
2241,13:24:28,13,24,Afternoon
2242,09:30:48,9,30,Morning
2243,08:39:19,8,39,Morning
2244,11:40:39,11,40,Morning
2245,13:16:40,13,16,Afternoon
2246,11:19:21,11,19,Morning
2247,23:55:03,23,55,Evening
2248,12:07:43,12,7,Afternoon
2249,22:28:23,22,28,Evening
2250,11:13:32,11,13,Morning
2251,09:49:27,9,49,Morning
2252,01:36:53,1,36,Morning
2253,16:38:14,16,38,Afternoon
2254,14:17:24,14,17,Afternoon
2255,09:31:09,9,31,Morning
2256,17:09:08,17,9,Afternoon
2257,10:16:58,10,16,Morning
2258,11:02:39,11,2,Morning
2259,04:34:58,4,34,Morning
2260,07:13:09,7,13,Morning
2261,07:06:08,7,6,Morning
2262,18:29:37,18,29,Evening
2263,11:17:19,11,17,Morning
2264,06:31:22,6,31,Morning
2265,19:13:32,19,13,Evening
2266,15:21:01,15,21,Afternoon
2267,08:20:48,8,20,Morning
2268,00:51:05,0,51,Morning
2269,00:33:56,0,33,Morning
2270,09:56:54,9,56,Morning
2271,16:34:54,16,34,Afternoon
2272,04:42:04,4,42,Morning
2273,16:43:24,16,43,Afternoon
2274,09:07:24,9,7,Morning
2275,22:45:43,22,45,Evening
2276,04:44:19,4,44,Morning
2277,19:23:23,19,23,Evening
2278,02:24:40,2,24,Morning
2279,18:37:01,18,37,Evening
2280,22:17:29,22,17,Evening
2281,05:34:03,5,34,Morning
2282,15:48:12,15,48,Afternoon
2283,12:04:44,12,4,Afternoon
2284,17:44:29,17,44,Afternoon
2285,12:33:30,12,33,Afternoon
2286,16:00:00,16,0,Afternoon
2287,21:48:17,21,48,Evening
2288,16:51:32,16,51,Afternoon
2289,17:15:12,17,15,Afternoon
2290,08:38:30,8,38,Morning
2291,04:32:40,4,32,Morning
2292,13:43:30,13,43,Afternoon
2293,23:03:58,23,3,Evening
2294,20:19:27,20,19,Evening
2295,00:50:17,0,50,Morning
2296,23:57:41,23,57,Evening
2297,16:42:04,16,42,Afternoon
2298,14:09:09,14,9,Afternoon
2299,16:11:08,16,11,Afternoon
2300,18:25:20,18,25,Evening
2301,08:38:47,8,38,Morning
2302,00:53:16,0,53,Morning
2303,20:51:28,20,51,Evening
2304,11:28:20,11,28,Morning
2305,13:48:34,13,48,Afternoon
2306,08:52:01,8,52,Morning
2307,01:19:06,1,19,Morning
2308,19:02:15,19,2,Evening
2309,18:09:10,18,9,Evening
2310,13:59:05,13,59,Afternoon
2311,19:55:36,19,55,Evening
2312,21:55:46,21,55,Evening
2313,12:46:11,12,46,Afternoon
2314,00:59:58,0,59,Morning
2315,13:48:45,13,48,Afternoon
2316,16:39:00,16,39,Afternoon
2317,17:14:45,17,14,Afternoon
2318,02:51:05,2,51,Morning
2319,02:41:45,2,41,Morning
2320,15:21:19,15,21,Afternoon
2321,22:10:34,22,10,Evening
2322,15:30:28,15,30,Afternoon
2323,12:48:24,12,48,Afternoon
2324,01:40:50,1,40,Morning
2325,12:12:32,12,12,Afternoon
2326,17:24:08,17,24,Afternoon
2327,16:39:05,16,39,Afternoon
2328,14:54:38,14,54,Afternoon
2329,23:58:52,23,58,Evening
2330,02:51:55,2,51,Morning
2331,13:19:28,13,19,Afternoon
2332,07:21:59,7,21,Morning
2333,02:31:47,2,31,Morning
2334,15:29:41,15,29,Afternoon
2335,22:29:43,22,29,Evening
2336,07:36:10,7,36,Morning
2337,17:24:55,17,24,Afternoon
2338,16:47:02,16,47,Afternoon
2339,02:12:51,2,12,Morning
2340,15:49:34,15,49,Afternoon
2341,06:30:46,6,30,Morning
2342,10:35:08,10,35,Morning
2343,20:52:59,20,52,Evening
2344,01:03:43,1,3,Morning
2345,03:44:14,3,44,Morning
2346,02:50:20,2,50,Morning
2347,20:34:50,20,34,Evening
2348,18:52:45,18,52,Evening
2349,07:50:08,7,50,Morning
2350,20:16:20,20,16,Evening
2351,12:14:05,12,14,Afternoon
2352,02:55:37,2,55,Morning
2353,20:11:23,20,11,Evening
2354,19:12:14,19,12,Evening
2355,20:04:14,20,4,Evening
2356,03:49:42,3,49,Morning
2357,18:13:07,18,13,Evening
2358,22:50:38,22,50,Evening
2359,21:40:04,21,40,Evening
2360,06:07:52,6,7,Morning
2361,22:30:15,22,30,Evening
2362,12:41:42,12,41,Afternoon
2363,01:40:57,1,40,Morning
2364,08:35:16,8,35,Morning
2365,07:34:28,7,34,Morning
2366,12:12:58,12,12,Afternoon
2367,06:27:39,6,27,Morning
2368,14:53:03,14,53,Afternoon
2369,22:03:20,22,3,Evening
2370,09:31:33,9,31,Morning
2371,01:57:23,1,57,Morning
2372,14:00:30,14,0,Afternoon
2373,10:48:13,10,48,Morning
2374,21:41:05,21,41,Evening
2375,08:34:28,8,34,Morning
2376,07:18:29,7,18,Morning
2377,23:22:59,23,22,Evening
2378,17:15:07,17,15,Afternoon
2379,18:04:09,18,4,Evening
2380,08:07:45,8,7,Morning
2381,22:38:10,22,38,Evening
2382,06:38:00,6,38,Morning
2383,23:29:39,23,29,Evening
2384,19:29:52,19,29,Evening
2385,18:10:24,18,10,Evening
2386,21:03:58,21,3,Evening
2387,11:29:26,11,29,Morning
2388,07:37:05,7,37,Morning
2389,18:43:16,18,43,Evening
2390,19:54:54,19,54,Evening
2391,01:36:46,1,36,Morning
2392,23:57:54,23,57,Evening
2393,04:45:06,4,45,Morning
2394,15:45:31,15,45,Afternoon
2395,20:50:10,20,50,Evening
2396,22:55:33,22,55,Evening
2397,09:03:19,9,3,Morning
2398,21:01:46,21,1,Evening
2399,02:30:04,2,30,Morning
2400,14:16:04,14,16,Afternoon
2401,07:09:52,7,9,Morning
2402,18:01:52,18,1,Evening
2403,15:10:45,15,10,Afternoon
2404,02:00:32,2,0,Morning
2405,15:12:46,15,12,Afternoon
2406,22:39:48,22,39,Evening
2407,13:29:02,13,29,Afternoon
2408,02:56:07,2,56,Morning
2409,10:39:39,10,39,Morning
2410,20:49:28,20,49,Evening
2411,23:55:20,23,55,Evening
2412,01:19:51,1,19,Morning
2413,00:05:29,0,5,Morning
2414,20:39:47,20,39,Evening
2415,12:14:38,12,14,Afternoon
2416,05:55:00,5,55,Morning
2417,21:01:40,21,1,Evening
2418,16:49:22,16,49,Afternoon
2419,17:11:41,17,11,Afternoon
2420,01:35:03,1,35,Morning
2421,17:08:30,17,8,Afternoon
2422,12:37:20,12,37,Afternoon
2423,10:15:23,10,15,Morning
2424,08:16:42,8,16,Morning
2425,17:28:24,17,28,Afternoon
2426,16:42:42,16,42,Afternoon
2427,18:06:09,18,6,Evening
2428,18:55:47,18,55,Evening
2429,22:46:55,22,46,Evening
2430,16:33:42,16,33,Afternoon
2431,15:03:35,15,3,Afternoon
2432,03:28:41,3,28,Morning
2433,06:40:28,6,40,Morning
2434,10:55:28,10,55,Morning
2435,07:35:01,7,35,Morning
2436,10:14:05,10,14,Morning
2437,21:13:14,21,13,Evening
2438,12:15:59,12,15,Afternoon
2439,12:08:34,12,8,Afternoon
2440,22:25:22,22,25,Evening
2441,07:00:30,7,0,Morning
2442,13:41:02,13,41,Afternoon
2443,12:52:39,12,52,Afternoon
2444,11:09:19,11,9,Morning
2445,01:27:19,1,27,Morning
2446,14:08:06,14,8,Afternoon
2447,05:01:45,5,1,Morning
2448,08:15:39,8,15,Morning
2449,08:52:49,8,52,Morning
2450,04:01:37,4,1,Morning
2451,16:27:34,16,27,Afternoon
2452,19:16:25,19,16,Evening
2453,09:23:46,9,23,Morning
2454,17:36:05,17,36,Afternoon
2455,23:24:02,23,24,Evening
2456,13:55:00,13,55,Afternoon
2457,03:33:29,3,33,Morning
2458,17:54:10,17,54,Afternoon
2459,20:13:10,20,13,Evening
2460,00:34:53,0,34,Morning
2461,12:21:38,12,21,Afternoon
2462,11:23:05,11,23,Morning
2463,08:53:29,8,53,Morning
2464,22:48:14,22,48,Evening
2465,04:38:25,4,38,Morning
2466,17:23:18,17,23,Afternoon
2467,21:37:58,21,37,Evening
2468,12:57:02,12,57,Afternoon
2469,12:57:45,12,57,Afternoon
2470,08:57:54,8,57,Morning
2471,03:10:19,3,10,Morning
2472,04:10:03,4,10,Morning
2473,15:31:34,15,31,Afternoon
2474,01:34:34,1,34,Morning
2475,19:35:38,19,35,Evening
2476,18:27:26,18,27,Evening
2477,08:04:32,8,4,Morning
2478,12:18:11,12,18,Afternoon
2479,22:47:00,22,47,Evening
2480,01:17:26,1,17,Morning
2481,11:01:53,11,1,Morning
2482,18:52:16,18,52,Evening
2483,06:09:45,6,9,Morning
2484,14:28:27,14,28,Afternoon
2485,18:29:14,18,29,Evening
2486,04:52:43,4,52,Morning
2487,04:21:41,4,21,Morning
2488,19:11:12,19,11,Evening
2489,12:23:30,12,23,Afternoon
2490,23:27:02,23,27,Evening
2491,13:55:31,13,55,Afternoon
2492,16:18:35,16,18,Afternoon
2493,04:25:57,4,25,Morning
2494,13:22:07,13,22,Afternoon
2495,17:39:49,17,39,Afternoon
2496,12:46:48,12,46,Afternoon
2497,09:07:55,9,7,Morning
2498,00:27:06,0,27,Morning
2499,17:43:42,17,43,Afternoon
2500,19:56:05,19,56,Evening
2501,20:06:53,20,6,Evening
2502,09:20:42,9,20,Morning
2503,10:38:31,10,38,Morning
2504,08:59:16,8,59,Morning
2505,01:03:29,1,3,Morning
2506,12:02:51,12,2,Afternoon
2507,09:41:15,9,41,Morning
2508,02:37:45,2,37,Morning
2509,18:21:35,18,21,Evening
2510,20:30:44,20,30,Evening
2511,18:07:30,18,7,Evening
2512,04:14:10,4,14,Morning
2513,12:57:04,12,57,Afternoon
2514,04:33:47,4,33,Morning
2515,00:57:19,0,57,Morning
2516,23:50:48,23,50,Evening
2517,04:48:20,4,48,Morning
2518,16:44:49,16,44,Afternoon
2519,04:46:22,4,46,Morning
2520,19:35:07,19,35,Evening
2521,14:08:32,14,8,Afternoon
2522,07:28:29,7,28,Morning
2523,05:27:39,5,27,Morning
2524,09:19:46,9,19,Morning
2525,02:52:40,2,52,Morning
2526,13:33:11,13,33,Afternoon
2527,03:25:00,3,25,Morning
2528,09:16:10,9,16,Morning
2529,19:23:51,19,23,Evening
2530,07:33:29,7,33,Morning
2531,05:48:47,5,48,Morning
2532,02:30:32,2,30,Morning
2533,11:18:51,11,18,Morning
2534,14:56:07,14,56,Afternoon
2535,13:52:34,13,52,Afternoon
2536,23:49:17,23,49,Evening
2537,06:58:22,6,58,Morning
2538,09:33:53,9,33,Morning
2539,04:25:32,4,25,Morning
2540,07:08:34,7,8,Morning
2541,16:03:23,16,3,Afternoon
2542,11:02:23,11,2,Morning
2543,12:46:27,12,46,Afternoon
2544,22:10:10,22,10,Evening
2545,08:07:30,8,7,Morning
2546,18:59:04,18,59,Evening
2547,12:30:28,12,30,Afternoon
2548,04:14:55,4,14,Morning
2549,15:20:48,15,20,Afternoon
2550,22:16:45,22,16,Evening
2551,02:55:23,2,55,Morning
2552,12:38:50,12,38,Afternoon
2553,03:49:29,3,49,Morning
2554,17:30:42,17,30,Afternoon
2555,17:15:42,17,15,Afternoon
2556,22:09:42,22,9,Evening
2557,21:46:22,21,46,Evening
2558,10:18:05,10,18,Morning
2559,14:05:08,14,5,Afternoon
2560,14:15:57,14,15,Afternoon
2561,03:44:30,3,44,Morning
2562,21:51:52,21,51,Evening
2563,21:58:02,21,58,Evening
2564,01:53:25,1,53,Morning
2565,22:52:04,22,52,Evening
2566,14:06:12,14,6,Afternoon
2567,14:28:24,14,28,Afternoon
2568,20:26:56,20,26,Evening
2569,01:50:30,1,50,Morning
2570,04:07:39,4,7,Morning
2571,05:53:03,5,53,Morning
2572,11:13:58,11,13,Morning
2573,11:44:04,11,44,Morning
2574,20:38:32,20,38,Evening
2575,04:10:21,4,10,Morning
2576,19:24:23,19,24,Evening
2577,20:19:10,20,19,Evening
2578,11:23:31,11,23,Morning
2579,02:52:35,2,52,Morning
2580,13:31:32,13,31,Afternoon
2581,13:36:44,13,36,Afternoon
2582,04:46:38,4,46,Morning
