Transaction_ID,Invoice_No,Transaction_Date,Transaction_Time,Time_Zone,Transaction_Type,Transaction_Status,Customer_ID,Customer_Type,Customer_Age,Customer_Gender,Loyalty_Points,Product_ID,Product_Name,Company_Name,Product_Category,Brand_Type,Unit_Type,Shelf_Life_Days,Barcode,Supplier_ID,Supplier_Region,Delivery_Status,Transport_Mode,Delivery_Cost,Opening_Stock,Stock_Received,Stock_Sold,Stock_Damaged,Reorder_Level,Cost_Price,Selling_Price,Discount_Percentage,Tax_Percentage,Quantity_Sold,Payment_Method,Payment_Status,Amount_Paid,Outstanding_Debt,Store_ID,Store_Location,Store_Size_SqFt,Daily_Footfall,Staff_On_Duty,Store_Rating,Peak_Hour_Flag,Credit_Allowed,Gross_Sales,Net_Sales
1421.0,INV880768,2024-07-24,0 days 00:11:11,PST,Return,Cancelled,30723.0,Occasional,26.0,Female,1280.0,8169.0,Bath Soap Herbal,Pears,Personal Care,Local,Piece,307.0,121635256699,764.0,East,Delivered,Bike,800.0,459.0,38.0,16.0,1.0,79.0,249.27,227.13,4.52,18.0,6.0,Card,Paid,982.45,5000.0,24.0,City,1253.0,1936.0,22.0,4.3,True,True,1362.78,1301.182344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423.0,INV352373,2024-06-21,0 days 15:01:19,EST,Sale,Completed,40243.0,Wholesale,25.0,Male,4476.0,8855.0,Iodized Cooking Salt,Tata Salt,Essentials,Local,Piece,363.0,741078390067,769.0,East,Delayed,Van,200.0,446.0,132.0,21.0,1.0,73.0,36.05,671.16,23.71,12.0,5.0,Cash,Paid,1339.81,3000.0,28.0,Village,5604.0,270.0,9.0,2.9,True,True,3355.7999999999997,2560.13982
1424.0,INV279071,2023-02-16,0 days 07:27:35,GMT,Return,Cancelled,42860.0,Wholesale,51.0,Female,5319.0,3499.0,Bath Soap Herbal,Pears,Personal Care,International,Litre,386.0,698013860148,852.0,South,Delivered,Van,400.0,392.0,187.0,48.0,3.0,62.0,39.39,845.37,28.2,18.0,9.0,UPI,Paid,558.85,0.0,25.0,Village,5184.0,1335.0,6.0,3.8,False,True,7608.33,5462.78094
1425.0,INV636362,2023-10-15,0 days 09:56:30,EST,Sale,Completed,12415.0,Regular,33.0,Female,224.0,5142.0,Dishwash Liquid,Vim,Home Care,Local,Kg,277.0,175385414743,601.0,South,Cancelled,Bike,400.0,202.0,145.0,18.0,2.0,92.0,380.07,374.86,24.38,5.0,5.0,Wallet,Paid,4176.98,5000.0,23.0,Village,4984.0,955.0,18.0,2.7,True,False,1874.3000000000002,1417.3456600000002
1426.0,INV877691,2023-01-16,0 days 14:10:12,PST,Sale,Completed,14254.0,Wholesale,36.0,Female,902.0,9618.0,Laundry Detergent,Surf Excel,Home Care,International,Litre,337.0,889503239603,888.0,North,Cancelled,Truck,800.0,491.0,123.0,14.0,4.0,59.0,115.27,730.13,3.85,5.0,1.0,UPI,Paid,244.13,1000.0,17.0,City,505.0,333.0,4.0,3.4,True,True,730.13,702.019995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428.0,INV673236,2024-02-05,0 days 18:05:39,GMT,Sale,Pending,34510.0,Occasional,29.0,Male,4766.0,2562.0,Iodized Cooking Salt,Tata Salt,Essentials,International,Piece,185.0,794528455863,866.0,East,Cancelled,Truck,600.0,456.0,68.0,8.0,0.0,37.0,257.52,852.95,19.85,18.0,7.0,Card,Paid,1787.15,1000.0,20.0,City,3755.0,1232.0,6.0,4.1,True,True,5970.650000000001,4785.475975
1429.0,INV310083,2023-03-27,0 days 00:17:54,EST,Sale,Cancelled,47301.0,Wholesale,60.0,Male,5413.0,3947.0,Instant Coffee,Bru,Beverages,National,Piece,457.0,399343922120,847.0,South,Cancelled,Truck,600.0,436.0,93.0,30.0,0.0,73.0,296.92,180.89,28.8,12.0,1.0,Card,Paid,631.81,5000.0,21.0,City,2757.0,1891.0,10.0,3.1,True,False,180.89,128.79368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432.0,INV404124,2023-12-01,0 days 21:46:54,PST,Sale,Completed,45800.0,Occasional,48.0,Female,6820.0,7631.0,Tea Powder Strong,Tata Tea,Beverages,International,Kg,258.0,171759149256,584.0,West,Cancelled,Bike,800.0,340.0,111.0,5.0,2.0,43.0,263.2,870.37,16.26,5.0,1.0,UPI,Paid,2285.69,0.0,2.0,City,2195.0,442.0,13.0,2.7,True,False,870.37,728.8478379999999
1433.0,INV403509,2024-09-20,0 days 04:12:00,GMT,Return,Completed,42122.0,Regular,,Female,4538.0,,,Britannia,Snacks,International,Kg,704.0,,762.0,East,Cancelled,Bike,600.0,127.0,101.0,48.0,3.0,,63.18,74.04,20.03,,4.0,Cash,Paid,418.8,1000.0,25.0,City,5827.0,1764.0,,3.1,False,False,296.16,
1434.0,INV799961,2024-06-02,0 days 06:25:47,PST,Return,Completed,29673.0,Occasional,50.0,Female,6862.0,1528.0,Toothpaste Gel,Colgate,Personal Care,National,Kg,313.0,143688925198,795.0,East,Delayed,Van,200.0,285.0,115.0,28.0,0.0,69.0,313.0,749.9,4.74,18.0,7.0,Card,Pending,4981.58,1000.0,18.0,City,4273.0,497.0,19.0,4.0,False,True,5249.3,5000.48318
1435.0,INV204878,2023-05-17,0 days 00:33:06,EST,Sale,Pending,39653.0,Occasional,36.0,Male,4277.0,4350.0,Potato Chips Salted,Lays,Snacks,Local,Kg,96.0,771112355460,662.0,East,Cancelled,Truck,200.0,194.0,136.0,38.0,3.0,84.0,393.12,591.04,16.05,5.0,2.0,Cash,Pending,3028.06,3000.0,10.0,Village,1532.0,1013.0,14.0,3.4,True,True,1182.08,992.3561599999999
1436.0,INV717363,2024-11-18,0 days 09:00:30,EST,Return,Completed,30822.0,Wholesale,44.0,Male,3571.0,5661.0,Digestive Biscuits,Britannia,Snacks,National,Kg,627.0,652370801347,698.0,North,Delayed,Bike,600.0,299.0,161.0,9.0,2.0,61.0,218.78,816.57,15.56,5.0,2.0,Wallet,Pending,3312.2,5000.0,9.0,City,5295.0,1702.0,3.0,3.0,True,False,1633.14,1379.0234160000002
1437.0,INV616910,2024-05-12,0 days 15:24:39,PST,Return,Pending,16867.0,Wholesale,41.0,Female,441.0,9716.0,Tea Powder Strong,Tata Tea,Beverages,National,Kg,523.0,984926032831,507.0,North,Delivered,Truck,400.0,55.0,126.0,34.0,2.0,39.0,170.95,156.42,10.27,18.0,8.0,Wallet,Pending,1310.71,0.0,19.0,City,758.0,1063.0,9.0,5.0,False,False,1251.36,1122.8453279999999
1438.0,INV485183,2024-12-27,0 days 23:02:46,IST,Sale,Cancelled,46002.0,Wholesale,66.0,Male,2655.0,7901.0,Basmati Rice Premium,India Gate,Grains,National,Piece,579.0,,870.0,East,Delayed,Van,600.0,107.0,137.0,5.0,1.0,83.0,52.85,659.78,8.55,18.0,8.0,Wallet,Pending,4595.36,1000.0,5.0,Town,2001.0,456.0,,3.1,False,True,5278.24,4826.9504799999995
,,2024-04-21,,GMT,,Completed,32381.0,Wholesale,,,,,,Pears,,International,Piece,,,,,,,200.0,389.0,113.0,11.0,,,,,21.84,,2.0,,Paid,,3000.0,23.0,City,1616.0,,,3.9,True,True,,
1440.0,INV388548,2024-08-16,0 days 23:24:18,GMT,Return,Pending,49069.0,Regular,72.0,Male,5039.0,9974.0,Milk Chocolate Bar,Cadbury,Confectionery,National,Kg,628.0,769084289836,619.0,West,Delayed,Van,600.0,225.0,71.0,24.0,0.0,52.0,396.58,831.29,25.14,12.0,8.0,UPI,Paid,3045.52,5000.0,17.0,City,5370.0,326.0,17.0,2.6,True,True,6650.32,4978.429552
1441.0,INV510191,2023-08-11,0 days 23:22:33,PST,Return,Pending,27517.0,Occasional,21.0,Male,7280.0,2763.0,Wheat Flour Select,Aashirvaad,Grains,National,Kg,35.0,802196334044,632.0,South,Cancelled,Truck,600.0,443.0,38.0,22.0,4.0,87.0,115.3,218.36,13.27,12.0,1.0,Card,Paid,4817.56,1000.0,29.0,Town,4212.0,196.0,9.0,3.2,False,False,218.36,189.38362800000002
1442.0,INV504562,2024-01-07,0 days 17:11:58,PST,Return,Completed,21830.0,Occasional,29.0,Male,4362.0,7807.0,Potato Chips Salted,Lays,Snacks,International,Kg,683.0,809630305219,504.0,South,Cancelled,Van,600.0,319.0,168.0,16.0,1.0,99.0,62.96,483.72,18.69,18.0,5.0,Wallet,Pending,1205.8,3000.0,13.0,Village,4277.0,897.0,15.0,4.4,False,False,2418.6000000000004,1966.56366
1443.0,INV831541,2024-02-06,0 days 07:31:55,IST,Return,Pending,20589.0,Regular,40.0,Female,3606.0,1496.0,Laundry Detergent,Surf Excel,Home Care,International,Kg,577.0,315028047281,715.0,South,Cancelled,Truck,800.0,460.0,72.0,40.0,0.0,76.0,370.24,811.09,27.99,18.0,7.0,Card,Pending,4694.26,3000.0,18.0,City,2592.0,1816.0,12.0,4.1,False,True,5677.63,4088.461363
1444.0,INV938708,2024-03-18,0 days 21:30:42,GMT,Sale,Completed,44830.0,Occasional,37.0,Female,2977.0,3886.0,Digestive Biscuits,Britannia,Snacks,National,Piece,497.0,750529695671,745.0,North,Delivered,Van,200.0,260.0,31.0,2.0,0.0,50.0,257.0,753.87,28.3,5.0,8.0,UPI,Pending,4102.53,5000.0,13.0,Town,1600.0,1303.0,8.0,4.9,False,False,6030.96,4324.1983199999995
1445.0,INV212549,2024-05-04,0 days 11:06:42,IST,Sale,Pending,14627.0,Wholesale,57.0,Male,800.0,9399.0,Toothpaste Gel,Colgate,Personal Care,Local,Litre,336.0,853504841924,625.0,South,Delayed,Truck,600.0,101.0,189.0,21.0,0.0,34.0,61.84,614.76,27.24,18.0,7.0,Wallet,Paid,3235.82,1000.0,27.0,City,2807.0,1457.0,12.0,4.4,False,True,4303.32,3131.095632
1446.0,INV586501,2024-09-06,0 days 15:52:04,GMT,Sale,Cancelled,10468.0,Wholesale,45.0,Male,2512.0,6584.0,Potato Chips Salted,Lays,Snacks,Local,Piece,106.0,993869787347,704.0,East,Delayed,Bike,800.0,161.0,143.0,1.0,3.0,66.0,223.99,413.01,28.38,18.0,1.0,Card,Paid,2794.99,0.0,28.0,Town,2733.0,710.0,8.0,4.1,False,False,413.01,295.797762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448.0,INV953009,2024-06-09,0 days 13:49:12,GMT,Sale,Cancelled,35454.0,Occasional,65.0,Male,5505.0,7197.0,Potato Chips Salted,Lays,Snacks,National,Kg,74.0,712475165390,589.0,North,Delayed,Bike,800.0,350.0,129.0,9.0,4.0,99.0,214.32,341.31,22.32,5.0,2.0,Wallet,Paid,1385.81,3000.0,17.0,Village,597.0,562.0,5.0,3.8,False,True,682.62,530.2592159999999
1449.0,INV545469,2023-06-08,0 days 21:55:47,GMT,Return,Completed,16098.0,Regular,73.0,Female,6651.0,2779.0,Laundry Detergent,Surf Excel,Home Care,Local,Piece,400.0,421048404914,564.0,South,Cancelled,Van,600.0,243.0,90.0,40.0,4.0,34.0,282.88,636.09,15.76,5.0,3.0,Wallet,Pending,2295.58,1000.0,2.0,Village,2174.0,1308.0,5.0,3.2,False,False,1908.27,1607.526648
1450.0,INV255363,2023-06-01,0 days 20:45:16,GMT,Return,Cancelled,42229.0,Regular,18.0,Male,6256.0,7358.0,Instant Coffee,Bru,Beverages,Local,Piece,486.0,551409890764,836.0,North,Delayed,Van,600.0,409.0,144.0,49.0,2.0,82.0,130.3,682.11,22.85,5.0,1.0,Cash,Pending,1026.76,3000.0,1.0,Village,4246.0,219.0,6.0,2.6,True,False,682.11,526.2478649999999
1451.0,INV129329,2024-09-11,0 days 13:19:53,IST,Sale,Cancelled,46575.0,Occasional,58.0,Male,7484.0,3501.0,Basmati Rice Premium,India Gate,Grains,National,Litre,653.0,520511983373,582.0,West,Delayed,Bike,600.0,106.0,106.0,45.0,1.0,30.0,40.75,57.07,24.78,18.0,9.0,Wallet,Pending,943.67,1000.0,4.0,Town,5573.0,1064.0,22.0,2.5,True,True,513.63,386.352486
1452.0,INV397189,2023-07-07,0 days 02:47:53,IST,Sale,Cancelled,47504.0,Regular,28.0,Male,2179.0,5506.0,Refined Sugar,Madhur,Sweeteners,Local,Litre,139.0,211477817710,885.0,West,Delivered,Truck,600.0,204.0,19.0,45.0,4.0,78.0,384.91,658.37,18.85,12.0,4.0,UPI,Pending,2074.4,5000.0,17.0,Town,4402.0,201.0,22.0,3.1,False,False,2633.48,2137.06902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454.0,INV225961,2023-05-11,0 days 19:50:37,EST,Return,Pending,25375.0,Wholesale,48.0,Male,924.0,5027.0,Instant Noodles Pack,Maggi,Packaged Food,International,Piece,420.0,415615480289,677.0,North,Delayed,Truck,800.0,265.0,187.0,7.0,1.0,105.0,93.32,366.99,23.31,12.0,1.0,Cash,Pending,1373.85,3000.0,24.0,Village,3518.0,1167.0,17.0,3.8,False,False,366.99,281.444631
1455.0,INV691616,2023-06-20,0 days 10:48:17,IST,Return,Completed,40106.0,Occasional,58.0,Male,7913.0,5204.0,Bath Soap Herbal,Pears,Personal Care,Local,Piece,240.0,155630763070,679.0,West,Delivered,Truck,200.0,475.0,81.0,31.0,3.0,77.0,34.47,418.4,29.85,5.0,7.0,UPI,Pending,2508.3,0.0,17.0,Village,1598.0,1527.0,23.0,4.4,True,True,2928.7999999999997,2054.5532
1456.0,INV508346,2023-07-02,0 days 14:08:26,PST,Return,Completed,46651.0,Regular,55.0,Male,2025.0,1026.0,Iodized Cooking Salt,Tata Salt,Essentials,Local,Kg,380.0,626069161122,638.0,West,Delivered,Truck,600.0,368.0,19.0,39.0,4.0,96.0,111.05,888.76,22.08,5.0,5.0,Cash,Pending,1061.77,1000.0,2.0,City,5872.0,692.0,24.0,3.2,False,False,4443.8,3462.60896
1457.0,INV111554,2023-12-30,0 days 14:20:16,PST,Return,Cancelled,35905.0,Occasional,26.0,Male,1774.0,2439.0,Bath Soap Herbal,Pears,Personal Care,International,Piece,256.0,394510279356,529.0,North,Delivered,Truck,200.0,363.0,112.0,9.0,1.0,78.0,186.91,53.71,0.71,5.0,2.0,Wallet,Pending,2553.95,0.0,18.0,City,4189.0,1047.0,13.0,3.0,False,False,107.42,106.657318
1458.0,INV708738,2023-02-08,0 days 01:14:42,GMT,Return,Pending,10091.0,Wholesale,23.0,Male,4970.0,2005.0,Instant Coffee,Bru,Beverages,Local,Litre,378.0,354469260907,673.0,East,Cancelled,Bike,200.0,117.0,196.0,13.0,4.0,83.0,389.42,708.34,22.97,18.0,7.0,Wallet,Paid,1571.4,3000.0,26.0,Town,5527.0,683.0,16.0,3.4,False,False,4958.38,3819.440114
1459.0,INV417468,2024-06-10,0 days 20:15:36,PST,Return,Cancelled,11884.0,Wholesale,23.0,Male,2150.0,2011.0,Potato Chips Salted,Lays,Snacks,International,Kg,76.0,292547320050,714.0,North,Delivered,Van,400.0,499.0,60.0,5.0,0.0,35.0,296.93,785.48,17.19,18.0,3.0,Wallet,Pending,1244.4,0.0,2.0,Village,3709.0,1334.0,5.0,4.9,False,True,2356.44,1951.367964
1460.0,INV135739,2024-05-11,0 days 10:59:34,IST,Sale,Cancelled,23432.0,Regular,69.0,Female,4777.0,7493.0,Refined Sugar,Madhur,Sweeteners,National,Piece,521.0,455460921323,877.0,East,Delivered,Van,600.0,351.0,114.0,27.0,1.0,84.0,135.35,255.83,25.72,5.0,9.0,Wallet,Paid,3587.47,1000.0,6.0,City,4487.0,878.0,8.0,3.3,True,False,2302.4700000000003,1710.2747160000001
1461.0,INV776445,2024-05-30,0 days 12:01:24,EST,Return,Completed,29505.0,Occasional,20.0,Female,3026.0,7005.0,Tea Powder Strong,Tata Tea,Beverages,Local,Kg,446.0,299444939786,898.0,West,Delayed,Bike,200.0,288.0,106.0,19.0,4.0,87.0,337.83,263.8,4.91,12.0,9.0,Wallet,Pending,282.98,0.0,18.0,Village,1302.0,505.0,24.0,2.6,True,False,2374.2000000000003,2257.62678
1462.0,INV782017,2023-12-15,0 days 20:15:32,EST,Sale,Completed,24202.0,Occasional,49.0,Male,3256.0,7789.0,Potato Chips Salted,Lays,Snacks,Local,Kg,563.0,908359812364,559.0,North,Delayed,Truck,800.0,199.0,28.0,42.0,3.0,30.0,287.09,773.03,25.19,5.0,5.0,UPI,Pending,4279.32,5000.0,7.0,City,2274.0,661.0,13.0,4.2,True,False,3865.1499999999996,2891.5187149999997
1463.0,INV789115,2024-02-01,0 days 02:02:18,EST,Sale,Completed,20231.0,Wholesale,52.0,Female,6065.0,9521.0,Milk Chocolate Bar,Cadbury,Confectionery,International,Kg,608.0,836652982707,842.0,South,Cancelled,Truck,200.0,134.0,114.0,42.0,1.0,39.0,220.93,597.33,28.3,18.0,5.0,Cash,Pending,1603.49,5000.0,25.0,Village,5023.0,1103.0,4.0,4.3,False,True,2986.65,2141.42805
1464.0,INV749987,2024-12-22,0 days 11:51:58,PST,Return,Cancelled,19595.0,Wholesale,33.0,Male,2113.0,7051.0,Tea Powder Strong,Tata Tea,Beverages,Local,Litre,133.0,755373247559,895.0,East,Delivered,Bike,200.0,359.0,59.0,15.0,1.0,103.0,55.01,808.85,14.12,5.0,2.0,Card,Paid,3118.31,5000.0,2.0,Town,1305.0,1323.0,22.0,4.9,False,True,1617.7,1389.28076
1465.0,INV566070,2023-06-10,0 days 03:28:20,GMT,Return,Pending,30087.0,Wholesale,19.0,Female,2182.0,5017.0,Sunflower Oil 1L,Fortune,Edible Oils,Local,Kg,554.0,741191827393,590.0,North,Delayed,Van,600.0,383.0,66.0,19.0,1.0,37.0,251.01,484.43,13.87,5.0,9.0,Wallet,Paid,223.74,1000.0,28.0,City,1835.0,855.0,18.0,3.3,True,False,4359.87,3755.1560309999995
1466.0,INV144702,2023-01-16,0 days 03:12:25,PST,Return,Pending,14482.0,Regular,53.0,Male,7292.0,4004.0,Tea Powder Strong,Tata Tea,Beverages,International,Litre,517.0,592248547581,505.0,South,Cancelled,Bike,600.0,389.0,25.0,29.0,2.0,105.0,74.43,245.11,21.88,5.0,3.0,Wallet,Pending,3650.4,1000.0,4.0,Town,3465.0,1268.0,6.0,2.9,True,False,735.33,574.439796
1467.0,INV471958,2024-05-07,0 days 17:04:40,GMT,Return,Cancelled,44749.0,Occasional,58.0,Male,4152.0,7226.0,Instant Noodles Pack,Maggi,Packaged Food,Local,Litre,517.0,116350998080,721.0,North,Delayed,Truck,400.0,147.0,148.0,28.0,0.0,81.0,342.32,795.87,9.45,5.0,3.0,Cash,Paid,3505.3,3000.0,8.0,City,3723.0,1986.0,21.0,3.2,False,False,2387.61,2161.9808550000002
,,2024-03-01,,EST,,,23918.0,Regular,,,,,,Britannia,,International,Litre,,,,,,,800.0,300.0,105.0,,,,,,25.09,,,,,,5000.0,,City,3815.0,,,,False,True,,
1469.0,INV590636,2023-04-18,0 days 06:20:21,IST,Return,Cancelled,39984.0,Occasional,52.0,Female,789.0,4457.0,Instant Noodles Pack,Maggi,Packaged Food,Local,Litre,106.0,281522986232,665.0,East,Delivered,Bike,200.0,82.0,23.0,14.0,4.0,63.0,129.9,291.06,25.54,12.0,2.0,UPI,Pending,2386.58,1000.0,15.0,Village,5696.0,1147.0,18.0,2.8,False,False,582.12,433.44655199999994
1470.0,INV858188,2024-03-25,0 days 01:18:15,PST,Return,Pending,25813.0,Wholesale,73.0,Male,5002.0,6176.0,Dishwash Liquid,Vim,Home Care,National,Kg,41.0,576240684024,563.0,East,Delayed,Truck,200.0,122.0,47.0,15.0,3.0,117.0,148.78,234.77,19.0,12.0,1.0,Wallet,Paid,1573.59,1000.0,25.0,Village,5400.0,203.0,13.0,3.2,False,True,234.77,190.16370000000003
1471.0,INV580614,2023-11-07,0 days 21:24:26,IST,Return,Cancelled,14466.0,Regular,47.0,Male,6048.0,7942.0,Iodized Cooking Salt,Tata Salt,Essentials,International,Piece,34.0,829954406896,633.0,North,Delivered,Bike,400.0,159.0,77.0,19.0,4.0,30.0,316.1,778.11,15.7,18.0,4.0,Card,Paid,3045.73,0.0,28.0,City,5920.0,1533.0,8.0,2.7,True,False,3112.44,2623.78692
1472.0,INV390354,2023-06-19,0 days 03:58:38,EST,Sale,Pending,44999.0,Regular,62.0,Male,693.0,3234.0,Laundry Detergent,Surf Excel,Home Care,National,Piece,468.0,126369237706,513.0,West,Delivered,Bike,400.0,219.0,133.0,16.0,2.0,97.0,192.21,602.37,25.15,12.0,8.0,Card,Pending,3651.29,1000.0,28.0,City,1121.0,543.0,7.0,4.6,False,True,4818.96,3606.99156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474.0,INV266004,2024-02-18,0 days 06:12:11,IST,Return,Completed,23241.0,Wholesale,46.0,Female,7940.0,2870.0,Instant Noodles Pack,Maggi,Packaged Food,International,Piece,528.0,662859676627,677.0,North,Cancelled,Bike,200.0,254.0,199.0,36.0,0.0,52.0,164.26,549.06,3.64,12.0,2.0,Wallet,Paid,4999.8,0.0,15.0,Town,5983.0,1843.0,19.0,2.5,False,False,1098.12,1058.148432
1475.0,INV475125,2023-09-08,0 days 14:37:52,PST,Sale,Completed,23112.0,Regular,58.0,Female,3907.0,6606.0,Bath Soap Herbal,Pears,Personal Care,National,Piece,282.0,999627035790,772.0,South,Delayed,Bike,800.0,446.0,76.0,33.0,3.0,40.0,125.7,879.1,1.12,12.0,2.0,Card,Paid,2584.12,0.0,28.0,City,2906.0,587.0,4.0,2.6,False,False,1758.2,1738.50816
1476.0,INV624957,2023-05-21,0 days 21:21:00,IST,Return,Completed,34797.0,Regular,18.0,Male,7181.0,7256.0,Potato Chips Salted,Lays,Snacks,Local,Piece,556.0,696588465691,892.0,West,Cancelled,Van,400.0,153.0,42.0,39.0,2.0,48.0,361.04,93.35,0.07,18.0,5.0,Card,Paid,3474.41,0.0,7.0,Town,3352.0,1960.0,23.0,4.2,False,True,466.75,466.423275
1477.0,INV997412,2023-10-01,0 days 19:05:54,IST,Sale,Cancelled,19383.0,Wholesale,61.0,Female,2946.0,7132.0,Digestive Biscuits,Britannia,Snacks,International,Piece,607.0,288309623650,667.0,East,Delayed,Van,800.0,232.0,66.0,37.0,1.0,98.0,335.39,551.37,19.89,18.0,1.0,Card,Paid,1198.23,5000.0,20.0,Village,2636.0,982.0,19.0,4.0,True,True,551.37,441.702507
1478.0,INV627649,2024-02-20,0 days 23:47:57,PST,Sale,Pending,29699.0,Occasional,18.0,Female,6769.0,4413.0,Sunflower Oil 1L,Fortune,Edible Oils,Local,Piece,323.0,194943220705,535.0,North,Delivered,Bike,800.0,118.0,89.0,49.0,0.0,48.0,295.4,804.64,6.48,5.0,6.0,Card,Pending,3890.76,0.0,5.0,Town,1915.0,638.0,13.0,3.8,True,True,4827.84,4514.995968
1479.0,INV321018,2024-08-30,0 days 00:47:17,GMT,Return,Cancelled,21481.0,Regular,58.0,Male,4561.0,8937.0,Shampoo Anti-Dandruff,Head & Shoulders,Personal Care,National,Litre,254.0,161893665269,573.0,South,Cancelled,Van,600.0,146.0,18.0,20.0,3.0,32.0,88.41,134.37,25.63,12.0,5.0,Wallet,Paid,3835.67,1000.0,10.0,Village,2282.0,967.0,3.0,3.1,True,True,671.85,499.654845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481.0,INV840530,2023-01-29,0 days 22:11:55,EST,Return,Pending,27982.0,Regular,24.0,Female,1465.0,4781.0,Bath Soap Herbal,Pears,Personal Care,National,Litre,84.0,832982365506,548.0,East,Delayed,Bike,800.0,482.0,33.0,39.0,3.0,83.0,381.63,225.16,18.75,12.0,1.0,Wallet,Paid,4123.85,5000.0,8.0,City,3935.0,314.0,19.0,4.5,False,True,225.16,182.9425
1482.0,INV650560,2024-04-21,0 days 01:10:39,GMT,Sale,Cancelled,41334.0,Regular,20.0,Male,26.0,1918.0,Tea Powder Strong,Tata Tea,Beverages,Local,Piece,332.0,132896287759,696.0,West,Delivered,Van,200.0,355.0,64.0,25.0,3.0,77.0,170.61,864.87,20.43,12.0,3.0,UPI,Pending,3283.21,1000.0,9.0,Village,2187.0,589.0,16.0,4.2,True,False,2594.61,2064.531177
1483.0,INV509599,2023-11-14,0 days 23:59:08,IST,Sale,Completed,27926.0,Occasional,53.0,Female,771.0,4701.0,Sunflower Oil 1L,Fortune,Edible Oils,International,Piece,645.0,983177666845,708.0,East,Delayed,Bike,600.0,351.0,75.0,34.0,0.0,35.0,275.83,545.86,17.12,5.0,4.0,Wallet,Paid,3782.26,3000.0,1.0,Town,5205.0,575.0,6.0,3.3,False,False,2183.44,1809.635072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485.0,INV165814,2024-11-27,0 days 13:30:24,EST,Sale,Pending,24460.0,Occasional,48.0,Female,6463.0,2598.0,Instant Coffee,Bru,Beverages,International,Kg,519.0,204193722550,684.0,North,Cancelled,Truck,400.0,140.0,178.0,24.0,1.0,90.0,163.03,124.74,11.5,5.0,4.0,UPI,Pending,3391.81,3000.0,7.0,City,2772.0,1022.0,3.0,2.8,True,True,498.96,441.57959999999997
1486.0,INV282973,2023-09-29,0 days 20:52:27,PST,Return,Completed,10089.0,Occasional,42.0,Male,4314.0,2046.0,Shampoo Anti-Dandruff,Head & Shoulders,Personal Care,National,Litre,684.0,980353360188,577.0,East,Delayed,Van,400.0,344.0,103.0,17.0,0.0,78.0,146.46,796.48,1.81,5.0,8.0,UPI,Paid,2799.16,5000.0,15.0,Town,3113.0,109.0,8.0,3.0,True,True,6371.84,6256.509696
1487.0,INV787781,2024-03-15,0 days 01:09:10,GMT,Sale,Completed,38561.0,Wholesale,64.0,Male,3803.0,4947.0,Dishwash Liquid,Vim,Home Care,Local,Kg,192.0,358057476395,607.0,North,Delayed,Van,800.0,311.0,191.0,42.0,3.0,80.0,140.15,327.88,5.59,5.0,3.0,UPI,Pending,2212.28,1000.0,27.0,Village,2443.0,1505.0,21.0,2.8,False,True,983.64,928.654524
1488.0,INV258757,2023-08-27,0 days 03:05:09,EST,Return,Pending,30790.0,Occasional,73.0,Male,1877.0,5882.0,Digestive Biscuits,Britannia,Snacks,International,Litre,188.0,853205738878,848.0,East,Delivered,Bike,400.0,357.0,189.0,42.0,4.0,88.0,385.02,554.79,11.34,5.0,7.0,UPI,Pending,621.91,0.0,18.0,Town,3829.0,777.0,4.0,2.6,True,True,3883.5299999999997,3443.137698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490.0,INV787796,2023-09-23,0 days 03:18:56,GMT,Return,Cancelled,21704.0,Wholesale,18.0,Female,1436.0,8941.0,Basmati Rice Premium,India Gate,Grains,National,Piece,292.0,729707529800,706.0,West,Delayed,Truck,600.0,250.0,158.0,47.0,1.0,103.0,303.18,565.52,15.39,12.0,8.0,Cash,Paid,2451.36,1000.0,16.0,City,555.0,1460.0,4.0,4.6,False,False,4524.16,3827.891776
1491.0,INV854145,2023-12-25,0 days 03:03:56,EST,Return,Completed,42627.0,Wholesale,55.0,Male,1615.0,1227.0,Milk Chocolate Bar,Cadbury,Confectionery,Local,Litre,412.0,755038154968,575.0,South,Cancelled,Truck,800.0,112.0,96.0,14.0,0.0,91.0,238.69,206.98,21.21,18.0,9.0,Wallet,Pending,1434.11,3000.0,10.0,Village,2766.0,1199.0,18.0,3.4,False,True,1862.82,1467.715878
